지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,적설(cm),3시간신적설(cm)
112,인천,2024-07-07 21:00,23.6,,0.3,,2.7,,200,,96,,27.9,22.9,996.8,,1004.6,,,
112,인천,2024-07-07 22:00,23.4,,0.1,,2.2,,200,,96,,27.6,22.7,996.7,,1004.5,,,
112,인천,2024-07-07 23:00,23.4,,0,,3.5,,200,,97,,27.7,22.8,996.1,,1003.9,,,
112,인천,2024-07-08 0:00,23.3,,,9,2.4,,250,,96,,27.4,22.6,996.3,,1004.1,,,
112,인천,2024-07-08 1:00,23.2,,,,2.6,,230,,97,,27.4,22.6,996.6,,1004.4,,,
112,인천,2024-07-08 2:00,23.2,,,,2.6,,250,,97,,27.4,22.6,995.6,,1003.4,,,
112,인천,2024-07-08 3:00,23.2,,,,2.4,,250,,97,,27.4,22.6,995.6,,1003.4,,,
112,인천,2024-07-08 4:00,23.1,,0.2,,1.9,,230,,97,,27.2,22.5,995.5,,1003.3,,,
112,인천,2024-07-08 5:00,23.3,,0.6,,2.9,,180,,97,,27.6,22.7,995.6,,1003.4,,,
112,인천,2024-07-08 6:00,23.7,,0.3,,2.2,,180,,97,,28.3,23.1,995.4,,1003.2,,,
112,인천,2024-07-08 7:00,23.6,,0.1,,3.9,,200,,97,,28.1,23,995.7,,1003.5,,,
112,인천,2024-07-08 8:00,23,,0,,3.9,,200,,96,,26.9,22.3,995.8,,1003.6,,,
112,인천,2024-07-08 9:00,23.3,,0,,2.6,,200,,97,,27.6,22.7,995.2,,1003,,,
112,인천,2024-07-08 10:00,23.3,,0,,1.7,,250,,96,,27.4,22.6,995.5,,1003.3,,,
112,인천,2024-07-08 11:00,23.2,,0.1,,1.6,,230,,95,,26.9,22.3,995.5,,1003.3,,,
112,인천,2024-07-08 12:00,23,,1,,2.2,,250,,96,,26.9,22.3,995.4,,1003.2,,,
112,인천,2024-07-08 13:00,23,,1.5,,1.3,,230,,97,,27.1,22.4,995.4,,1003.2,,,
112,인천,2024-07-08 14:00,23.1,,2.3,,1.4,,230,,97,,27.2,22.5,995.3,,1003.1,,,
112,인천,2024-07-08 15:00,23.2,,1,,0.9,,250,,96,,27.2,22.5,994.4,,1002.2,,,
112,인천,2024-07-08 16:00,23,,0.3,,2.4,,160,,96,,26.9,22.3,993.7,,1001.5,,,
112,인천,2024-07-08 17:00,22.9,,0,,3.5,,180,,96,,26.8,22.2,993.6,,1001.4,,,
112,인천,2024-07-08 18:00,23.4,,0.8,,3.1,,200,,97,,27.7,22.8,994,,1001.8,,,
112,인천,2024-07-08 19:00,23.1,,5,,2.1,,200,,97,,27.2,22.5,994.3,,1002.1,,,
112,인천,2024-07-08 20:00,22.9,,1.3,,0.4,,0,,96,,26.8,22.2,993.7,,1001.5,,,
112,인천,2024-07-08 21:00,22.9,,0.1,,1.5,,290,,97,,26.9,22.3,994.3,,1002.1,,,
112,인천,2024-07-08 22:00,22.8,,0,,1.4,,290,,96,,26.6,22.1,995,,1002.8,,,
112,인천,2024-07-08 23:00,22.7,,,9,1.2,,290,,96,,26.4,22,995.3,,1003.1,,,
112,인천,2024-07-09 0:00,22.5,,,9,1.4,,180,,96,,26.1,21.8,995.5,,1003.4,,,
112,인천,2024-07-09 1:00,22.4,,,,1.6,,200,,97,,26.1,21.8,995.3,,1003.2,,,
112,인천,2024-07-09 2:00,22.4,,,,1.5,,230,,97,,26.1,21.8,994.8,,1002.7,,,
112,인천,2024-07-09 3:00,22,,,,1.4,,200,,97,,25.5,21.4,994.5,,1002.4,,,
112,인천,2024-07-09 4:00,22,,,,1.5,,200,,97,,25.5,21.4,995.1,,1003,,,
112,인천,2024-07-09 5:00,21.9,,,,0.8,,200,,97,,25.3,21.3,995.2,,1003.1,,,
112,인천,2024-07-09 6:00,21.9,,,,1,,250,,97,,25.3,21.3,996.2,,1004.1,,,
112,인천,2024-07-09 7:00,22,,,,1.5,,180,,97,,25.5,21.4,996.8,,1004.7,,,
112,인천,2024-07-09 8:00,22.3,,,,2.1,,200,,97,,26,21.7,997.6,,1005.5,,,
112,인천,2024-07-09 9:00,23.2,,,,0.9,,160,,97,,27.4,22.6,997.2,,1005,,,
112,인천,2024-07-09 10:00,24.7,,,,1.2,,110,,94,,29.1,23.6,996.3,,1004.1,,,
112,인천,2024-07-09 11:00,24.3,,,,2.3,,250,,92,,27.9,22.9,997.1,,1004.9,,,
112,인천,2024-07-09 12:00,24.5,,,,2.6,,200,,91,,27.9,22.9,997.5,,1005.3,,,
112,인천,2024-07-09 13:00,24.9,,0,,2.3,,140,,92,,28.9,23.5,996.7,,1004.5,,,
112,인천,2024-07-09 14:00,24.6,,0,,3.1,,230,,91,,28.1,23,997.3,,1005.1,,,
112,인천,2024-07-09 15:00,23.5,,0.1,,3.9,,230,,94,,27.1,22.4,997.8,,1005.6,,,
112,인천,2024-07-09 16:00,23.1,,0,,1.9,,230,,94,,26.4,22,997.1,,1004.9,,,
112,인천,2024-07-09 17:00,23.6,,0,,1.3,,160,,94,,27.2,22.5,996,,1003.8,,,
112,인천,2024-07-09 18:00,23.8,,,9,2.1,,180,,92,,27.1,22.4,995.7,,1003.5,,,
112,인천,2024-07-09 19:00,23.9,,,9,1.2,,140,,92,,27.2,22.5,995.6,,1003.4,,,
112,인천,2024-07-09 20:00,23.9,,,9,2.7,,160,,91,,26.9,22.3,996.2,,1004,,,
112,인천,2024-07-09 21:00,23.8,,,9,1.3,,110,,92,,27.1,22.4,995.9,,1003.7,,,
112,인천,2024-07-09 22:00,23.6,,0.2,,2,,110,,93,,26.9,22.3,996,,1003.8,,,
112,인천,2024-07-09 23:00,23.4,,0.1,,1.9,,110,,93,,26.6,22.1,995,,1002.8,,,
112,인천,2024-07-10 0:00,23.2,,0.1,,2.9,,140,,94,,26.6,22.1,994.2,,1002,,,
112,인천,2024-07-10 1:00,22.8,,0.5,,3.3,,90,,94,,26,21.7,993.3,,1001.1,,,
112,인천,2024-07-10 2:00,22.9,,0,,2.5,,110,,93,,26,21.7,993.2,,1001,,,
112,인천,2024-07-10 3:00,23,,0.1,,2.8,,50,,92,,25.8,21.6,992.4,,1000.2,,,
112,인천,2024-07-10 4:00,23,,0,9,2.8,,70,,91,,25.5,21.4,991.7,,999.5,,,
112,인천,2024-07-10 5:00,22.8,,,9,2.1,,50,,92,,25.5,21.4,991.6,,999.4,,,
112,인천,2024-07-10 6:00,22.8,,,9,3,,50,,92,,25.5,21.4,991.6,,999.4,,,
112,인천,2024-07-10 7:00,23.7,,,9,2.8,,50,,90,,26.3,21.9,991.9,,999.7,,,
112,인천,2024-07-10 8:00,25.1,,,9,1.9,,50,,86,,27.2,22.5,992,,999.8,,,
112,인천,2024-07-10 9:00,26,,,9,2.5,,20,,82,,27.4,22.6,992.3,,1000.1,,,
112,인천,2024-07-10 10:00,27.1,,,9,2.6,,50,,76,,27.1,22.4,992.2,,999.9,,,
112,인천,2024-07-10 11:00,28.5,,,9,1.8,,320,,74,,28.8,23.4,992,,999.7,,,
112,인천,2024-07-10 12:00,28.7,,,9,2.9,,320,,74,,28.9,23.5,991.7,,999.4,,,
112,인천,2024-07-10 13:00,29.5,,,9,2.9,,320,,67,,27.6,22.7,991.7,,999.3,,,
112,인천,2024-07-10 14:00,30.1,,,9,3.9,,320,,65,,27.6,22.7,992,,999.6,,,
112,인천,2024-07-10 15:00,29.9,,,9,3.5,,290,,69,,28.9,23.5,992.2,,999.9,,,
112,인천,2024-07-10 16:00,29.9,,,9,3.2,,270,,67,,28.1,23,992.1,,999.8,,,
112,인천,2024-07-10 17:00,29.1,,,9,3.3,,270,,66,,26.4,22,992.3,,999.9,,,
112,인천,2024-07-10 18:00,28.3,,,9,2.7,,290,,64,,24.6,20.8,992.3,,1000,,,
112,인천,2024-07-10 19:00,27.3,,,9,2.6,,320,,68,,24.6,20.8,992.7,,1000.4,,,
112,인천,2024-07-10 20:00,26.2,,,9,1.5,,270,,72,,24.4,20.7,992.8,,1000.6,,,
112,인천,2024-07-10 21:00,25.5,,,9,0.9,,290,,75,,24.4,20.7,993.4,,1001.2,,,
112,인천,2024-07-10 22:00,25.1,,,9,1.2,,230,,79,,25,21.1,993.6,,1001.4,,,
112,인천,2024-07-10 23:00,24.8,,,9,1,,230,,83,,26,21.7,994,,1001.7,,,
112,인천,2024-07-11 0:00,24,,,9,2.8,,200,,88,,26.1,21.8,994.1,,1001.9,,,
112,인천,2024-07-11 1:00,23.3,,,,3.1,,230,,89,,25.3,21.3,994,,1001.8,,,
112,인천,2024-07-11 2:00,22.8,,,,2.3,,230,,91,,25.2,21.2,993.9,,1001.7,,,
112,인천,2024-07-11 3:00,22.6,,,,1.9,,200,,92,,25.2,21.2,994.2,,1002,,,
112,인천,2024-07-11 4:00,22.3,,,,2.2,,200,,93,,25,21.1,994.3,,1002.2,,,
112,인천,2024-07-11 5:00,21.9,,,,1.6,,200,,93,,24.4,20.7,994.3,,1002.2,,,
112,인천,2024-07-11 6:00,21.9,,,,1.7,,200,,93,,24.4,20.7,994.5,,1002.4,,,
112,인천,2024-07-11 7:00,21.8,,,,2.2,,180,,93,,24.3,20.6,994.7,,1002.6,,,
112,인천,2024-07-11 8:00,21.7,,,,2.4,,230,,93,,24.1,20.5,995.3,,1003.2,,,
112,인천,2024-07-11 9:00,22.1,,,,2.8,,200,,93,,24.7,20.9,995.3,,1003.2,,,
112,인천,2024-07-11 10:00,22.1,,,,3,,200,,92,,24.4,20.7,995.3,,1003.2,,,
112,인천,2024-07-11 11:00,22.6,,0,,2.2,,200,,91,,24.9,21,995.2,,1003,,,
112,인천,2024-07-11 12:00,23.4,,0,,2.6,,230,,88,,25.2,21.2,995.1,,1002.9,,,
112,인천,2024-07-11 13:00,23.9,,,9,2.2,,230,,86,,25.5,21.4,995,,1002.8,,,
112,인천,2024-07-11 14:00,24.9,,,9,2,,230,,83,,26.1,21.8,994.8,,1002.6,,,
112,인천,2024-07-11 15:00,25.7,,,9,3.4,,230,,80,,26.3,21.9,994.5,,1002.3,,,
112,인천,2024-07-11 16:00,25.3,,,9,2.4,,230,,81,,26,21.7,994.1,,1001.9,,,
112,인천,2024-07-11 17:00,25.5,,,9,2.9,,230,,78,,25.3,21.3,994,,1001.8,,,
112,인천,2024-07-11 18:00,25.1,,,9,2.5,,230,,80,,25.3,21.3,993.6,,1001.4,,,
112,인천,2024-07-11 19:00,24.4,,,9,2.4,,250,,80,,24.4,20.7,993.8,,1001.6,,,
112,인천,2024-07-11 20:00,23.3,,,9,1.8,,290,,84,,24,20.4,994,,1001.8,,,
112,인천,2024-07-11 21:00,22.8,,,9,0.8,,290,,86,,23.8,20.3,994.7,,1002.5,,,
112,인천,2024-07-11 22:00,22.4,,,9,1.2,,320,,88,,23.8,20.3,995.2,,1003.1,,,
112,인천,2024-07-11 23:00,22.1,,,9,1.5,,290,,90,,23.8,20.3,995,,1002.9,,,
112,인천,2024-07-12 0:00,22,,,9,1.7,,230,,91,,24,20.4,995,,1002.9,,,
112,인천,2024-07-12 1:00,22,,,,0.7,,230,,91,,24,20.4,994.7,,1002.6,,,
112,인천,2024-07-12 2:00,22,,,,0.9,,230,,91,,24,20.4,994.6,,1002.5,,,
112,인천,2024-07-12 3:00,22.1,,,,1.2,,230,,91,,24.1,20.5,994.4,,1002.3,,,
112,인천,2024-07-12 4:00,22,,,,1,,290,,91,,24,20.4,994.4,,1002.3,,,
112,인천,2024-07-12 5:00,22.1,,,,0.9,,290,,91,,24.1,20.5,994.3,,1002.2,,,
112,인천,2024-07-12 6:00,22.2,,,,0.6,,290,,92,,24.6,20.8,994.9,,1002.8,,,
112,인천,2024-07-12 7:00,22.4,,,,0.6,,340,,91,,24.6,20.8,995.3,,1003.2,,,
112,인천,2024-07-12 8:00,22.5,,,,2.3,,200,,91,,24.7,20.9,995.5,,1003.4,,,
112,인천,2024-07-12 9:00,22.8,,,,2.4,,230,,90,,24.9,21,995.5,,1003.3,,,
112,인천,2024-07-12 10:00,23.4,,,,1.5,,230,,89,,25.5,21.4,995.6,,1003.4,,,
112,인천,2024-07-12 11:00,24,,,,1.5,,230,,87,,25.8,21.6,995.5,,1003.3,,,
112,인천,2024-07-12 12:00,24.9,,,,2,,270,,84,,26.4,22,995.2,,1003,,,
112,인천,2024-07-12 13:00,26.6,,,,1.6,,180,,78,,27.1,22.4,994.8,,1002.6,,,
112,인천,2024-07-12 14:00,26.5,,,,2.8,,230,,77,,26.6,22.1,994.9,,1002.7,,,
112,인천,2024-07-12 15:00,27.5,,,,2.8,,230,,74,,27.1,22.4,994.5,,1002.2,,,
112,인천,2024-07-12 16:00,27.4,,,,3.2,,250,,75,,27.2,22.5,994.7,,1002.4,,,
112,인천,2024-07-12 17:00,27.4,,,,2.3,,230,,76,,27.6,22.7,994.4,,1002.1,,,
112,인천,2024-07-12 18:00,27,,,,2.3,,200,,77,,27.4,22.6,994.5,,1002.2,,,
112,인천,2024-07-12 19:00,26.4,,,,2.4,,250,,77,,26.4,22,994.5,,1002.3,,,
112,인천,2024-07-12 20:00,25.2,,,,1.5,,290,,83,,26.4,22,995.2,,1003,,,
112,인천,2024-07-12 21:00,24.3,,,,2.2,,290,,86,,26.1,21.8,995.7,,1003.5,,,
112,인천,2024-07-12 22:00,23.9,,,,2.3,,290,,88,,26,21.7,996.3,,1004.1,,,
112,인천,2024-07-12 23:00,23.7,,,,2.1,,320,,88,,25.6,21.5,996.3,,1004.1,,,
112,인천,2024-07-13 0:00,23.7,,,,1,,50,,89,,26,21.7,995.9,,1003.7,,,
112,인천,2024-07-13 1:00,23.8,,,,1.1,,20,,90,,26.4,22,995.7,,1003.5,,,
112,인천,2024-07-13 2:00,23.8,,,,1.5,,320,,91,,26.8,22.2,995.7,,1003.5,,,
112,인천,2024-07-13 3:00,23.6,,,,1,,340,,92,,26.8,22.2,995.6,,1003.4,,,
112,인천,2024-07-13 4:00,23.5,,,,0.9,,20,,90,,26,21.7,995.8,,1003.6,,,
112,인천,2024-07-13 5:00,23.4,,,,0.9,,20,,91,,26.1,21.8,996.1,,1003.9,,,
112,인천,2024-07-13 6:00,23.5,,,,0.7,,320,,92,,26.6,22.1,996.7,,1004.5,,,
112,인천,2024-07-13 7:00,24,,,,0.3,,0,,92,,27.4,22.6,996.9,,1004.7,,,
112,인천,2024-07-13 8:00,25.5,,,,1,,90,,88,,28.6,23.3,997.3,,1005.1,,,
112,인천,2024-07-13 9:00,25.5,,,,1.7,,290,,89,,28.9,23.5,997.5,,1005.3,,,
112,인천,2024-07-13 10:00,26.4,,,,1.8,,290,,85,,29.1,23.6,997.8,,1005.6,,,
112,인천,2024-07-13 11:00,27.3,,,,1.2,,290,,83,,30,24.1,998,,1005.8,,,
112,인천,2024-07-13 12:00,28.2,,,,1,,290,,80,,30.6,24.4,997.6,,1005.3,,,
112,인천,2024-07-13 13:00,28.4,,,,3.5,,250,,76,,29.3,23.7,997.6,,1005.3,,,
112,인천,2024-07-13 14:00,28.4,,,,3.7,,250,,75,,28.9,23.5,997.5,,1005.2,,,
112,인천,2024-07-13 15:00,29.5,,,,3.3,,250,,72,,29.7,23.9,997.1,,1004.8,,,
112,인천,2024-07-13 16:00,29.5,,,,3.5,,250,,70,,28.8,23.4,996.9,,1004.6,,,
112,인천,2024-07-13 17:00,29.2,,,,3.8,,270,,69,,27.9,22.9,997.4,,1005.1,,,
112,인천,2024-07-13 18:00,28,,,,2.7,,250,,73,,27.4,22.6,997.6,,1005.3,,,
112,인천,2024-07-13 19:00,27.2,,,,2.9,,250,,75,,26.9,22.3,998.2,,1006,,,
112,인천,2024-07-13 20:00,26.5,,,,1.2,,250,,77,,26.6,22.1,998.5,,1006.3,,,
112,인천,2024-07-13 21:00,26,,,,1.2,,230,,77,,25.8,21.6,999.4,,1007.2,,,
112,인천,2024-07-13 22:00,26.1,,,,1.2,,250,,77,,26,21.7,1000.5,,1008.3,,,
112,인천,2024-07-13 23:00,25.8,,,,0.9,,20,,76,,25.2,21.2,1000.5,,1008.3,,,
112,인천,2024-07-14 0:00,24.1,,8.1,,2.4,,320,,83,,24.9,21,1000.4,,1008.2,,,
112,인천,2024-07-14 1:00,24.3,,0,,0,,0,,84,,25.5,21.4,1000.2,,1008,,,
112,인천,2024-07-14 2:00,24.6,,,9,1,,360,,85,,26.3,21.9,1000,,1007.8,,,
112,인천,2024-07-14 3:00,24.4,,,9,1.8,,70,,89,,27.1,22.4,1000,,1007.8,,,
112,인천,2024-07-14 4:00,24.1,,,9,1.6,,70,,88,,26.3,21.9,999.9,,1007.7,,,
112,인천,2024-07-14 5:00,24.2,,,9,1,,290,,89,,26.8,22.2,1000.5,,1008.3,,,
112,인천,2024-07-14 6:00,24.1,,,9,1.7,,50,,90,,26.9,22.3,1000.3,,1008.1,,,
112,인천,2024-07-14 7:00,24.8,,,9,1.4,,70,,88,,27.4,22.6,1000.8,,1008.6,,,
112,인천,2024-07-14 8:00,25.7,,,9,2.5,,90,,83,,27.2,22.5,1001.4,,1009.2,,,
112,인천,2024-07-14 9:00,27.2,,,9,2.9,,70,,75,,26.9,22.3,1001.4,,1009.2,,,
112,인천,2024-07-14 10:00,27.9,,,9,2.4,,140,,74,,27.7,22.8,1001.4,,1009.2,,,
112,인천,2024-07-14 11:00,28.8,,,9,1.8,,110,,69,,27.2,22.5,1001.4,,1009.1,,,
112,인천,2024-07-14 12:00,29.6,,,9,1.7,,110,,64,,26.4,22,1001.2,,1008.9,,,
112,인천,2024-07-14 13:00,30.5,,,9,3.1,,90,,60,,26.1,21.8,1000.7,,1008.4,,,
112,인천,2024-07-14 14:00,30.8,,,9,3,,90,,59,,26.1,21.8,1000.7,,1008.4,,,
112,인천,2024-07-14 15:00,30.8,,,9,2.7,,110,,60,,26.6,22.1,1000.5,,1008.2,,,
112,인천,2024-07-14 16:00,30.8,,,9,3.3,,160,,58,,25.6,21.5,1000.5,,1008.2,,,
112,인천,2024-07-14 17:00,31,,,9,2.3,,160,,59,,26.4,22,1000.5,,1008.2,,,
112,인천,2024-07-14 18:00,30.2,,,9,1.9,,140,,60,,25.6,21.5,1000.8,,1008.5,,,
112,인천,2024-07-14 19:00,29.7,,,9,2.9,,160,,62,,25.8,21.6,1001.2,,1008.9,,,
112,인천,2024-07-14 20:00,29,,,9,2.1,,140,,64,,25.5,21.4,1001.5,,1009.2,,,
112,인천,2024-07-14 21:00,28.4,,,9,1.9,,140,,67,,25.8,21.6,1002.1,,1009.8,,,
112,인천,2024-07-14 22:00,27.8,,,9,2.4,,140,,69,,25.6,21.5,1002.8,,1010.6,,,
112,인천,2024-07-14 23:00,27.2,,,9,1.7,,110,,70,,25.2,21.2,1003,,1010.8,,,
112,인천,2024-07-15 0:00,26.7,,,9,2.5,,110,,72,,25.2,21.2,1003,,1010.8,,,
112,인천,2024-07-15 1:00,26.2,,,,1.9,,110,,72,,24.4,20.7,1003,,1010.8,,,
112,인천,2024-07-15 2:00,25.9,,,,2.5,,110,,74,,24.7,20.9,1003.1,,1010.9,,,
112,인천,2024-07-15 3:00,25.7,,,,2.6,,90,,75,,24.7,20.9,1003.2,,1011,,,
112,인천,2024-07-15 4:00,25.5,,,,2,,70,,76,,24.7,20.9,1003.3,,1011.2,,,
112,인천,2024-07-15 5:00,25.1,,,,1.9,,90,,75,,23.8,20.3,1003.4,,1011.3,,,
112,인천,2024-07-15 6:00,24.9,,,,2.4,,90,,74,,23.2,19.9,1003.6,,1011.5,,,
112,인천,2024-07-15 7:00,26,,,,1.7,,90,,71,,23.8,20.3,1003.9,,1011.7,,,
112,인천,2024-07-15 8:00,27.5,,,,1.6,,110,,68,,24.9,21,1004.1,,1011.9,,,
112,인천,2024-07-15 9:00,28.5,,,,1.3,,90,,66,,25.6,21.5,1004.1,,1011.9,,,
112,인천,2024-07-15 10:00,29.5,,,,2.9,,160,,63,,26,21.7,1004.1,,1011.8,,,
112,인천,2024-07-15 11:00,30.5,,,,2.7,,140,,60,,26.1,21.8,1004,,1011.7,,,
112,인천,2024-07-15 12:00,30.1,,,,2.1,,110,,61,,26,21.7,1003.8,,1011.5,,,
112,인천,2024-07-15 13:00,30.6,,,,1.5,,160,,60,,26.3,21.9,1003.6,,1011.3,,,
112,인천,2024-07-15 14:00,30.1,,,,2.3,,180,,63,,26.8,22.2,1003.4,,1011.1,,,
112,인천,2024-07-15 15:00,29.9,,,,3.1,,230,,64,,26.9,22.3,1002.8,,1010.5,,,
112,인천,2024-07-15 16:00,29.9,,,,2.5,,270,,62,,26.1,21.8,1002.4,,1010.1,,,
112,인천,2024-07-15 17:00,29.7,,,,2,,250,,62,,25.8,21.6,1002.1,,1009.8,,,
112,인천,2024-07-15 18:00,29.9,,,,1.4,,320,,67,,28.1,23,1001.9,,1009.6,,,
112,인천,2024-07-15 19:00,29.5,,,,1.1,,290,,68,,27.9,22.9,1002.1,,1009.8,,,
112,인천,2024-07-15 20:00,28.1,,,,2.5,,230,,75,,28.4,23.2,1002.5,,1010.3,,,
112,인천,2024-07-15 21:00,27.1,,,,2.2,,200,,76,,27.1,22.4,1003.2,,1011,,,
112,인천,2024-07-15 22:00,26.5,,,,2.3,,200,,78,,26.9,22.3,1003.8,,1011.6,,,
112,인천,2024-07-15 23:00,25.7,,,,2.2,,200,,81,,26.6,22.1,1003.6,,1011.5,,,
112,인천,2024-07-16 0:00,25.7,,,,1,,200,,82,,26.9,22.3,1003.5,,1011.4,,,
112,인천,2024-07-16 1:00,25.6,,,,0.7,,230,,83,,27.1,22.4,1003.2,,1011.1,,,
112,인천,2024-07-16 2:00,25.7,,,,0.7,,180,,83,,27.2,22.5,1003,,1010.8,,,
112,인천,2024-07-16 3:00,25.6,,,,1.2,,320,,83,,27.1,22.4,1002.3,,1010.1,,,
112,인천,2024-07-16 4:00,25.6,,,,1,,320,,84,,27.4,22.6,1002.2,,1010,,,
112,인천,2024-07-16 5:00,25.7,,,,1.8,,140,,81,,26.6,22.1,1002.6,,1010.4,,,
112,인천,2024-07-16 6:00,25.5,,,,2,,110,,81,,26.3,21.9,1002.4,,1010.3,,,
112,인천,2024-07-16 7:00,26,,,,3.1,,140,,80,,26.8,22.2,1002.8,,1010.6,,,
112,인천,2024-07-16 8:00,27.3,,,,2.4,,110,,76,,27.4,22.6,1002.8,,1010.6,,,
112,인천,2024-07-16 9:00,27.8,,,,1.3,,110,,76,,28.3,23.1,1002.8,,1010.6,,,
112,인천,2024-07-16 10:00,29,,,,2.2,,110,,69,,27.6,22.7,1002.5,,1010.2,,,
112,인천,2024-07-16 11:00,29.9,,,,2.4,,140,,68,,28.6,23.3,1002.1,,1009.8,,,
112,인천,2024-07-16 12:00,30.6,,,,2.6,,140,,66,,28.9,23.5,1001.8,,1009.5,,,
112,인천,2024-07-16 13:00,27.9,,,,4.2,,180,,73,,27.4,22.6,1001.9,,1009.7,,,
112,인천,2024-07-16 14:00,26.9,,0,,3.5,,160,,80,,28.3,23.1,1001.8,,1009.6,,,
112,인천,2024-07-16 15:00,25.2,,1.7,,2.8,,160,,89,,28.4,23.2,1001.8,,1009.7,,,
112,인천,2024-07-16 16:00,25.3,,0.4,,2.4,,140,,90,,28.9,23.5,1001.6,,1009.5,,,
112,인천,2024-07-16 17:00,25.3,,0.2,,2,,140,,92,,29.5,23.8,1001.1,,1008.9,,,
112,인천,2024-07-16 18:00,25.3,,0,,2.6,,140,,91,,29.3,23.7,1001,,1008.8,,,
112,인천,2024-07-16 19:00,25.4,,0,,2.5,,200,,92,,29.7,23.9,1001.3,,1009.1,,,
112,인천,2024-07-16 20:00,25,,0,,4.2,,200,,94,,29.7,23.9,1001.6,,1009.5,,,
112,인천,2024-07-16 21:00,24.8,,0.3,,2.9,,180,,93,,28.9,23.5,1001.6,,1009.4,,,
112,인천,2024-07-16 22:00,24.6,,0.2,,3.4,,180,,94,,28.9,23.5,1003,,1010.8,,,
112,인천,2024-07-16 23:00,24.1,,2.1,,2.8,,180,,94,,28.1,23,1001.8,,1009.6,,,
112,인천,2024-07-17 0:00,24.2,,0.3,,3,,160,,95,,28.6,23.3,1001.7,,1009.5,,,
112,인천,2024-07-17 1:00,24.2,,0,,4.4,,160,,95,,28.6,23.3,1001.5,,1009.3,,,
112,인천,2024-07-17 2:00,24,,0.6,,3,,160,,95,,28.3,23.1,1000.8,,1008.6,,,
112,인천,2024-07-17 3:00,23.7,,1.3,,4.7,,160,,95,,27.7,22.8,999.9,,1007.7,,,
112,인천,2024-07-17 4:00,23.9,,0.3,,4.7,,160,,96,,28.4,23.2,999.2,,1007,,,
112,인천,2024-07-17 5:00,24.6,,0.1,,4.2,,160,,96,,29.7,23.9,999.4,,1007.2,,,
112,인천,2024-07-17 6:00,24.8,,0.2,,4.3,,180,,96,,30,24.1,999.3,,1007.1,,,
112,인천,2024-07-17 7:00,24.9,,0.1,,5.2,,200,,97,,30.4,24.3,999.9,,1007.8,,,
112,인천,2024-07-17 8:00,24.8,,0.2,,4.4,,200,,97,,30.2,24.2,1000.2,,1008,,,
112,인천,2024-07-17 9:00,25,,4.2,,4.8,,200,,96,,30.4,24.3,999.9,,1007.7,,,
112,인천,2024-07-17 10:00,25.1,,0,,6.5,,200,,95,,30.2,24.2,1000.1,,1007.9,,,
112,인천,2024-07-17 11:00,25.6,,,9,5.3,,200,,92,,30,24.1,1000.7,,1008.5,,,
112,인천,2024-07-17 12:00,25.5,,,9,5,,200,,92,,29.8,24,1000.8,,1008.6,,,
112,인천,2024-07-17 13:00,25.7,,,9,4.9,,200,,91,,30,24.1,1000.8,,1008.6,,,
112,인천,2024-07-17 14:00,25.3,,1.1,,3.5,,200,,95,,30.6,24.4,1000.5,,1008.3,,,
112,인천,2024-07-17 15:00,25.2,,0.9,,4.6,,200,,95,,30.4,24.3,999.9,,1007.7,,,
112,인천,2024-07-17 16:00,25.3,,1.9,,4.9,,230,,95,,30.6,24.4,999.8,,1007.6,,,
112,인천,2024-07-17 17:00,24.6,,0,,3.7,,250,,94,,28.9,23.5,999.4,,1007.2,,,
112,인천,2024-07-17 18:00,23.8,,27.8,,1.4,,230,,96,,28.3,23.1,998.9,,1006.7,,,
112,인천,2024-07-17 19:00,24.1,,3.9,,1.2,,180,,96,,28.8,23.4,998.6,,1006.4,,,
112,인천,2024-07-17 20:00,25.1,,0.1,,3.9,,180,,96,,30.6,24.4,997.9,,1005.7,,,
112,인천,2024-07-17 21:00,25.4,,,9,4.4,,180,,94,,30.4,24.3,998.3,,1006.1,,,
112,인천,2024-07-17 22:00,25.4,,0.4,,5.2,,180,,95,,30.7,24.5,998.4,,1006.2,,,
112,인천,2024-07-17 23:00,25.2,,4.5,,3.7,,200,,96,,30.7,24.5,998.2,,1006,,,
112,인천,2024-07-18 0:00,25.2,,5.1,,4.2,,180,,96,,30.7,24.5,996.9,,1004.7,,,
112,인천,2024-07-18 1:00,25.4,,0.9,,4.7,,200,,96,,31.1,24.7,996.4,,1004.2,,,
112,인천,2024-07-18 2:00,23.3,,5.2,,2.1,,160,,96,,27.4,22.6,995.4,,1003.2,,,
112,인천,2024-07-18 3:00,25.3,,0.6,,5.8,,200,,94,,30.2,24.2,994.7,,1002.5,,,
112,인천,2024-07-18 4:00,23.3,,20,,5.3,,180,,97,,27.6,22.7,995,,1002.8,,,
112,인천,2024-07-18 5:00,22.9,,10,,3.8,,180,,97,,26.9,22.3,993.9,,1001.7,,,
112,인천,2024-07-18 6:00,22.8,,21.3,,5.6,,230,,98,,27.1,22.4,994.6,,1002.4,,,
