일시,기온(°C),풍속(m/s),습도(%),강풍 특보,건조 특보,폭염 특보,한파 특보
2024-08-01 1:00,27.4,2.8,88,해당없음,해당없음,해당없음,판단불가
2024-08-01 2:00,27.3,2.8,89,해당없음,해당없음,해당없음,판단불가
2024-08-01 3:00,27.2,2.7,89,해당없음,해당없음,해당없음,판단불가
2024-08-01 4:00,27.3,2.8,89,해당없음,해당없음,해당없음,판단불가
2024-08-01 5:00,27.3,2.5,89,해당없음,해당없음,해당없음,판단불가
2024-08-01 6:00,27.3,3.0,89,해당없음,해당없음,해당없음,판단불가
2024-08-01 7:00,27.5,2.5,89,해당없음,해당없음,해당없음,판단불가
2024-08-01 8:00,27.8,3.1,88,해당없음,해당없음,해당없음,판단불가
2024-08-01 9:00,28.5,3.2,85,해당없음,해당없음,해당없음,판단불가
2024-08-01 10:00,29.1,3.9,84,해당없음,해당없음,해당없음,판단불가
2024-08-01 11:00,29.4,3.5,83,해당없음,해당없음,해당없음,판단불가
2024-08-01 12:00,30.1,3.1,80,해당없음,해당없음,해당없음,판단불가
2024-08-01 13:00,30.4,3.3,80,해당없음,해당없음,해당없음,판단불가
2024-08-01 14:00,30.7,2.8,78,해당없음,해당없음,해당없음,판단불가
2024-08-01 15:00,30.9,3.1,77,해당없음,해당없음,해당없음,판단불가
2024-08-01 16:00,31.1,3.0,76,해당없음,해당없음,해당없음,판단불가
2024-08-01 17:00,30.2,3.4,78,해당없음,해당없음,해당없음,판단불가
2024-08-01 18:00,29.6,3.6,81,해당없음,해당없음,해당없음,판단불가
2024-08-01 19:00,29.0,1.5,83,해당없음,해당없음,해당없음,판단불가
2024-08-01 20:00,28.2,3.7,86,해당없음,해당없음,해당없음,판단불가
2024-08-01 21:00,28.0,1.4,88,해당없음,해당없음,해당없음,판단불가
2024-08-01 22:00,27.8,1.6,89,해당없음,해당없음,해당없음,판단불가
2024-08-01 23:00,28.0,1.3,88,해당없음,해당없음,해당없음,판단불가
2024-08-02 0:00,28.0,1.3,88,해당없음,해당없음,해당없음,판단불가
2024-08-02 1:00,27.8,2.4,90,해당없음,해당없음,해당없음,판단불가
2024-08-02 2:00,27.8,2.5,90,해당없음,해당없음,해당없음,판단불가
2024-08-02 3:00,27.7,2.8,90,해당없음,해당없음,해당없음,판단불가
2024-08-02 4:00,27.7,3.1,90,해당없음,해당없음,해당없음,판단불가
2024-08-02 5:00,27.5,3.9,91,해당없음,해당없음,해당없음,판단불가
2024-08-02 6:00,27.4,4.0,91,해당없음,해당없음,해당없음,판단불가
2024-08-02 7:00,27.7,3.9,90,해당없음,해당없음,해당없음,판단불가
2024-08-02 8:00,28.0,3.1,89,해당없음,해당없음,해당없음,판단불가
2024-08-02 9:00,28.2,2.5,88,해당없음,해당없음,해당없음,판단불가
2024-08-02 10:00,28.6,3.0,88,해당없음,해당없음,해당없음,판단불가
2024-08-02 11:00,29.4,3.3,84,해당없음,해당없음,해당없음,판단불가
2024-08-02 12:00,29.0,2.2,86,해당없음,해당없음,해당없음,판단불가
2024-08-02 13:00,29.4,3.5,84,해당없음,해당없음,해당없음,판단불가
2024-08-02 14:00,29.6,4.4,84,해당없음,해당없음,해당없음,판단불가
2024-08-02 15:00,30.0,3.8,82,해당없음,해당없음,해당없음,판단불가
2024-08-02 16:00,30.5,2.4,82,해당없음,해당없음,해당없음,판단불가
2024-08-02 17:00,29.9,2.7,84,해당없음,해당없음,해당없음,판단불가
2024-08-02 18:00,29.4,2.6,86,해당없음,해당없음,해당없음,판단불가
2024-08-02 19:00,28.6,2.9,88,해당없음,해당없음,해당없음,판단불가
2024-08-02 20:00,28.3,2.0,90,해당없음,해당없음,해당없음,판단불가
2024-08-02 21:00,28.0,2.6,91,해당없음,해당없음,해당없음,판단불가
2024-08-02 22:00,27.8,1.7,92,해당없음,해당없음,해당없음,판단불가
2024-08-02 23:00,27.6,2.1,93,해당없음,해당없음,해당없음,판단불가
2024-08-03 0:00,27.3,2.4,93,해당없음,해당없음,주의보,판단불가
2024-08-03 1:00,26.8,1.3,92,해당없음,해당없음,주의보,판단불가
2024-08-03 2:00,26.7,0.2,92,해당없음,해당없음,주의보,판단불가
2024-08-03 3:00,26.2,0.9,91,해당없음,해당없음,주의보,판단불가
2024-08-03 4:00,26.0,0.1,91,해당없음,해당없음,주의보,판단불가
2024-08-03 5:00,26.1,0.9,93,해당없음,해당없음,주의보,판단불가
2024-08-03 6:00,26.1,0.2,93,해당없음,해당없음,주의보,판단불가
2024-08-03 7:00,26.3,0.3,93,해당없음,해당없음,주의보,판단불가
2024-08-03 8:00,27.0,0.0,92,해당없음,해당없음,주의보,판단불가
2024-08-03 9:00,28.0,0.6,87,해당없음,해당없음,주의보,판단불가
2024-08-03 10:00,29.3,1.4,84,해당없음,해당없음,주의보,판단불가
2024-08-03 11:00,30.4,2.2,82,해당없음,해당없음,주의보,판단불가
2024-08-03 12:00,30.6,2.1,78,해당없음,해당없음,주의보,판단불가
2024-08-03 13:00,31.6,2.1,75,해당없음,해당없음,주의보,판단불가
2024-08-03 14:00,31.7,3.1,71,해당없음,해당없음,주의보,판단불가
2024-08-03 15:00,31.5,3.0,69,해당없음,해당없음,주의보,판단불가
2024-08-03 16:00,31.9,3.1,66,해당없음,해당없음,주의보,판단불가
2024-08-03 17:00,31.8,2.9,65,해당없음,해당없음,주의보,판단불가
2024-08-03 18:00,31.2,2.8,63,해당없음,해당없음,주의보,판단불가
2024-08-03 19:00,30.2,1.4,73,해당없음,해당없음,주의보,판단불가
2024-08-03 20:00,28.7,1.3,74,해당없음,해당없음,주의보,판단불가
2024-08-03 21:00,28.2,1.8,81,해당없음,해당없음,주의보,판단불가
2024-08-03 22:00,27.9,1.4,80,해당없음,해당없음,주의보,판단불가
2024-08-03 23:00,27.7,1.2,81,해당없음,해당없음,주의보,판단불가
2024-08-04 0:00,27.6,0.5,82,해당없음,해당없음,해당없음,판단불가
2024-08-04 1:00,27.5,0.1,82,해당없음,해당없음,해당없음,판단불가
2024-08-04 2:00,27.3,0.7,82,해당없음,해당없음,해당없음,판단불가
2024-08-04 3:00,27.2,0.0,85,해당없음,해당없음,해당없음,판단불가
2024-08-04 4:00,27.0,0.9,88,해당없음,해당없음,해당없음,판단불가
2024-08-04 5:00,26.9,1.3,91,해당없음,해당없음,해당없음,판단불가
2024-08-04 6:00,26.6,0.6,92,해당없음,해당없음,해당없음,판단불가
2024-08-04 7:00,27.0,0.1,90,해당없음,해당없음,해당없음,판단불가
2024-08-04 8:00,28.6,0.3,87,해당없음,해당없음,해당없음,판단불가
2024-08-04 9:00,29.3,1.1,83,해당없음,해당없음,해당없음,판단불가
2024-08-04 10:00,30.6,1.8,77,해당없음,해당없음,해당없음,판단불가
2024-08-04 11:00,31.2,3.8,74,해당없음,해당없음,해당없음,판단불가
2024-08-04 12:00,32.0,2.8,72,해당없음,해당없음,해당없음,판단불가
2024-08-04 13:00,32.3,2.9,68,해당없음,해당없음,해당없음,판단불가
2024-08-04 14:00,32.7,3.4,58,해당없음,해당없음,해당없음,판단불가
2024-08-04 15:00,32.8,3.2,62,해당없음,해당없음,해당없음,판단불가
2024-08-04 16:00,33.4,1.8,59,해당없음,해당없음,해당없음,판단불가
2024-08-04 17:00,33.3,1.6,65,해당없음,해당없음,해당없음,판단불가
2024-08-04 18:00,32.7,2.0,63,해당없음,해당없음,해당없음,판단불가
2024-08-04 19:00,31.6,2.1,65,해당없음,해당없음,해당없음,판단불가
2024-08-04 20:00,30.3,1.8,67,해당없음,해당없음,해당없음,판단불가
2024-08-04 21:00,30.3,0.6,69,해당없음,해당없음,해당없음,판단불가
2024-08-04 22:00,30.1,0.7,71,해당없음,해당없음,해당없음,판단불가
2024-08-04 23:00,29.5,1.4,76,해당없음,해당없음,해당없음,판단불가
2024-08-05 0:00,29.2,0.7,76,해당없음,해당없음,해당없음,판단불가
2024-08-05 1:00,29.3,0.3,76,해당없음,해당없음,해당없음,판단불가
2024-08-05 2:00,29.4,2.1,78,해당없음,해당없음,해당없음,판단불가
2024-08-05 3:00,28.2,1.9,80,해당없음,해당없음,해당없음,판단불가
2024-08-05 4:00,27.8,2.2,81,해당없음,해당없음,해당없음,판단불가
2024-08-05 5:00,27.9,1.6,82,해당없음,해당없음,해당없음,판단불가
2024-08-05 6:00,27.3,1.8,88,해당없음,해당없음,해당없음,판단불가
2024-08-05 7:00,27.6,2.1,87,해당없음,해당없음,해당없음,판단불가
2024-08-05 8:00,28.6,1.6,84,해당없음,해당없음,해당없음,판단불가
2024-08-05 9:00,30.0,1.9,80,해당없음,해당없음,해당없음,판단불가
2024-08-05 10:00,30.7,2.1,75,해당없음,해당없음,해당없음,판단불가
2024-08-05 11:00,31.2,2.4,70,해당없음,해당없음,해당없음,판단불가
2024-08-05 12:00,31.7,2.4,69,해당없음,해당없음,해당없음,판단불가
2024-08-05 13:00,31.8,2.9,66,해당없음,해당없음,해당없음,판단불가
2024-08-05 14:00,32.7,2.3,65,해당없음,해당없음,해당없음,판단불가
2024-08-05 15:00,33.1,2.3,63,해당없음,해당없음,해당없음,판단불가
2024-08-05 16:00,32.9,3.2,61,해당없음,해당없음,해당없음,판단불가
2024-08-05 17:00,32.3,2.6,63,해당없음,해당없음,해당없음,판단불가
2024-08-05 18:00,31.7,2.1,71,해당없음,해당없음,해당없음,판단불가
2024-08-05 19:00,30.2,2.5,80,해당없음,해당없음,해당없음,판단불가
2024-08-05 20:00,29.6,1.9,84,해당없음,해당없음,해당없음,판단불가
2024-08-05 21:00,29.2,2.1,86,해당없음,해당없음,해당없음,판단불가
2024-08-05 22:00,29.4,2.5,85,해당없음,해당없음,해당없음,판단불가
2024-08-05 23:00,28.6,2.3,86,해당없음,해당없음,해당없음,판단불가
2024-08-06 0:00,28.3,0.7,87,해당없음,해당없음,해당없음,판단불가
2024-08-06 1:00,28.0,1.4,89,해당없음,해당없음,해당없음,판단불가
2024-08-06 2:00,27.5,3.2,85,해당없음,해당없음,해당없음,판단불가
2024-08-06 3:00,27.2,1.7,84,해당없음,해당없음,해당없음,판단불가
2024-08-06 4:00,27.0,1.4,82,해당없음,해당없음,해당없음,판단불가
2024-08-06 5:00,26.8,0.4,82,해당없음,해당없음,해당없음,판단불가
2024-08-06 6:00,26.7,0.9,83,해당없음,해당없음,해당없음,판단불가
2024-08-06 7:00,27.0,1.0,84,해당없음,해당없음,해당없음,판단불가
2024-08-06 8:00,27.6,1.7,84,해당없음,해당없음,해당없음,판단불가
2024-08-06 9:00,28.1,2.4,77,해당없음,해당없음,해당없음,판단불가
2024-08-06 10:00,29.7,1.8,75,해당없음,해당없음,해당없음,판단불가
2024-08-06 11:00,30.3,1.7,75,해당없음,해당없음,해당없음,판단불가
2024-08-06 12:00,31.3,1.9,75,해당없음,해당없음,해당없음,판단불가
2024-08-06 13:00,31.2,3.6,73,해당없음,해당없음,해당없음,판단불가
2024-08-06 14:00,31.5,3.5,72,해당없음,해당없음,해당없음,판단불가
2024-08-06 15:00,31.5,2.9,74,해당없음,해당없음,해당없음,판단불가
2024-08-06 16:00,31.6,2.8,70,해당없음,해당없음,해당없음,판단불가
2024-08-06 17:00,30.7,3.3,74,해당없음,해당없음,해당없음,판단불가
2024-08-06 18:00,30.6,2.5,76,해당없음,해당없음,해당없음,판단불가
2024-08-06 19:00,29.4,1.5,79,해당없음,해당없음,해당없음,판단불가
2024-08-06 20:00,28.8,1.1,80,해당없음,해당없음,해당없음,판단불가
2024-08-06 21:00,28.3,1.5,86,해당없음,해당없음,해당없음,판단불가
2024-08-06 22:00,28.3,0.1,85,해당없음,해당없음,해당없음,판단불가
2024-08-06 23:00,27.8,0.2,87,해당없음,해당없음,해당없음,판단불가
2024-08-07 0:00,27.4,1.3,87,해당없음,해당없음,해당없음,판단불가
2024-08-07 1:00,27.4,1.4,91,해당없음,해당없음,해당없음,판단불가
2024-08-07 2:00,27.3,0.4,92,해당없음,해당없음,해당없음,판단불가
2024-08-07 3:00,27.0,0.5,87,해당없음,해당없음,해당없음,판단불가
2024-08-07 4:00,26.8,0.1,85,해당없음,해당없음,해당없음,판단불가
2024-08-07 5:00,27.0,0.2,86,해당없음,해당없음,해당없음,판단불가
2024-08-07 6:00,27.0,0.0,85,해당없음,해당없음,해당없음,판단불가
2024-08-07 7:00,27.4,0.4,84,해당없음,해당없음,해당없음,판단불가
2024-08-07 8:00,28.3,1.1,84,해당없음,해당없음,해당없음,판단불가
2024-08-07 9:00,28.7,1.7,86,해당없음,해당없음,해당없음,판단불가
2024-08-07 10:00,27.7,0.5,90,해당없음,해당없음,해당없음,판단불가
2024-08-07 11:00,28.8,0.2,89,해당없음,해당없음,해당없음,판단불가
2024-08-07 12:00,29.7,1.9,82,해당없음,해당없음,해당없음,판단불가
2024-08-07 13:00,30.5,1.7,70,해당없음,해당없음,해당없음,판단불가
2024-08-07 14:00,31.6,2.5,65,해당없음,해당없음,해당없음,판단불가
2024-08-07 15:00,31.8,3.0,65,해당없음,해당없음,해당없음,판단불가
2024-08-07 16:00,31.8,2.2,67,해당없음,해당없음,해당없음,판단불가
2024-08-07 17:00,31.2,3.0,67,해당없음,해당없음,해당없음,판단불가
2024-08-07 18:00,30.6,3.3,67,해당없음,해당없음,해당없음,판단불가
2024-08-07 19:00,29.7,2.3,73,해당없음,해당없음,해당없음,판단불가
2024-08-07 20:00,28.6,1.3,79,해당없음,해당없음,해당없음,판단불가
2024-08-07 21:00,28.1,1.0,85,해당없음,해당없음,해당없음,판단불가
2024-08-07 22:00,27.6,1.8,88,해당없음,해당없음,해당없음,판단불가
2024-08-07 23:00,27.6,0.1,88,해당없음,해당없음,해당없음,판단불가
2024-08-08 0:00,27.4,0.9,90,해당없음,해당없음,해당없음,판단불가
2024-08-08 1:00,27.4,1.6,92,해당없음,해당없음,해당없음,판단불가
2024-08-08 2:00,27.3,1.2,92,해당없음,해당없음,해당없음,판단불가
2024-08-08 3:00,27.3,1.5,93,해당없음,해당없음,해당없음,판단불가
2024-08-08 4:00,27.1,1.4,93,해당없음,해당없음,해당없음,판단불가
2024-08-08 5:00,27.0,0.7,94,해당없음,해당없음,해당없음,판단불가
2024-08-08 6:00,25.6,2.7,91,해당없음,해당없음,해당없음,판단불가
2024-08-08 7:00,25.7,1.5,92,해당없음,해당없음,해당없음,판단불가
2024-08-08 8:00,26.4,1.4,91,해당없음,해당없음,해당없음,판단불가
2024-08-08 9:00,26.9,0.5,90,해당없음,해당없음,해당없음,판단불가
2024-08-08 10:00,27.0,2.8,87,해당없음,해당없음,해당없음,판단불가
2024-08-08 11:00,27.5,2.5,84,해당없음,해당없음,해당없음,판단불가
2024-08-08 12:00,27.7,3.0,82,해당없음,해당없음,해당없음,판단불가
2024-08-08 13:00,27.2,2.5,86,해당없음,해당없음,해당없음,판단불가
2024-08-08 14:00,28.8,2.9,81,해당없음,해당없음,해당없음,판단불가
2024-08-08 15:00,29.5,1.8,78,해당없음,해당없음,해당없음,판단불가
2024-08-08 16:00,30.3,1.9,71,해당없음,해당없음,해당없음,판단불가
2024-08-08 17:00,29.9,2.8,73,해당없음,해당없음,해당없음,판단불가
2024-08-08 18:00,28.7,3.0,78,해당없음,해당없음,해당없음,판단불가
2024-08-08 19:00,28.1,3.0,83,해당없음,해당없음,해당없음,판단불가
2024-08-08 20:00,27.2,2.3,86,해당없음,해당없음,해당없음,판단불가
2024-08-08 21:00,26.9,0.6,87,해당없음,해당없음,해당없음,판단불가
2024-08-08 22:00,26.7,1.4,88,해당없음,해당없음,해당없음,판단불가
2024-08-08 23:00,26.4,1.9,89,해당없음,해당없음,해당없음,판단불가
2024-08-09 0:00,26.3,0.2,90,해당없음,해당없음,해당없음,판단불가
2024-08-09 1:00,26.1,0.3,90,해당없음,해당없음,해당없음,판단불가
2024-08-09 2:00,25.9,1.1,92,해당없음,해당없음,해당없음,판단불가
2024-08-09 3:00,25.8,0.6,93,해당없음,해당없음,해당없음,판단불가
2024-08-09 4:00,25.8,0.1,94,해당없음,해당없음,해당없음,판단불가
2024-08-09 5:00,25.8,1.0,94,해당없음,해당없음,해당없음,판단불가
2024-08-09 6:00,25.7,0.6,94,해당없음,해당없음,해당없음,판단불가
2024-08-09 7:00,25.7,0.1,94,해당없음,해당없음,해당없음,판단불가
2024-08-09 8:00,26.3,0.1,93,해당없음,해당없음,해당없음,판단불가
2024-08-09 9:00,27.3,1.6,89,해당없음,해당없음,해당없음,판단불가
2024-08-09 10:00,28.4,0.7,84,해당없음,해당없음,해당없음,판단불가
2024-08-09 11:00,29.7,1.4,79,해당없음,해당없음,해당없음,판단불가
2024-08-09 12:00,29.7,2.8,75,해당없음,해당없음,해당없음,판단불가
2024-08-09 13:00,30.3,3.9,72,해당없음,해당없음,해당없음,판단불가
2024-08-09 14:00,31.1,2.9,70,해당없음,해당없음,해당없음,판단불가
2024-08-09 15:00,31.5,3.7,72,해당없음,해당없음,해당없음,판단불가
2024-08-09 16:00,31.7,2.1,67,해당없음,해당없음,해당없음,판단불가
2024-08-09 17:00,31.0,3.5,65,해당없음,해당없음,해당없음,판단불가
2024-08-09 18:00,30.8,2.7,66,해당없음,해당없음,해당없음,판단불가
2024-08-09 19:00,29.6,1.7,68,해당없음,해당없음,해당없음,판단불가
2024-08-09 20:00,28.8,1.4,69,해당없음,해당없음,해당없음,판단불가
2024-08-09 21:00,28.0,1.9,80,해당없음,해당없음,해당없음,판단불가
2024-08-09 22:00,27.4,1.1,83,해당없음,해당없음,해당없음,판단불가
2024-08-09 23:00,27.1,1.8,87,해당없음,해당없음,해당없음,판단불가
2024-08-10 0:00,26.9,1.5,87,해당없음,해당없음,주의보,판단불가
2024-08-10 1:00,26.9,0.0,84,해당없음,해당없음,주의보,판단불가
2024-08-10 2:00,26.7,0.0,79,해당없음,해당없음,주의보,판단불가
2024-08-10 3:00,26.9,0.0,87,해당없음,해당없음,주의보,판단불가
2024-08-10 4:00,26.5,0.0,84,해당없음,해당없음,주의보,판단불가
2024-08-10 5:00,26.5,0.0,85,해당없음,해당없음,주의보,판단불가
2024-08-10 6:00,26.3,0.2,86,해당없음,해당없음,주의보,판단불가
2024-08-10 7:00,26.7,0.0,88,해당없음,해당없음,주의보,판단불가
2024-08-10 8:00,27.4,0.2,87,해당없음,해당없음,주의보,판단불가
2024-08-10 9:00,29.3,0.3,81,해당없음,해당없음,주의보,판단불가
2024-08-10 10:00,30.1,1.5,75,해당없음,해당없음,주의보,판단불가
2024-08-10 11:00,30.6,2.4,76,해당없음,해당없음,주의보,판단불가
2024-08-10 12:00,31.0,3.6,72,해당없음,해당없음,주의보,판단불가
2024-08-10 13:00,32.4,3.1,64,해당없음,해당없음,주의보,판단불가
2024-08-10 14:00,31.4,3.6,66,해당없음,해당없음,주의보,판단불가
2024-08-10 15:00,31.0,2.6,64,해당없음,해당없음,주의보,판단불가
2024-08-10 16:00,31.0,2.3,65,해당없음,해당없음,주의보,판단불가
2024-08-10 17:00,31.0,2.1,68,해당없음,해당없음,주의보,판단불가
2024-08-10 18:00,31.0,2.0,68,해당없음,해당없음,주의보,판단불가
2024-08-10 19:00,29.7,2.4,74,해당없음,해당없음,주의보,판단불가
2024-08-10 20:00,28.9,1.5,71,해당없음,해당없음,주의보,판단불가
2024-08-10 21:00,28.6,1.6,75,해당없음,해당없음,주의보,판단불가
2024-08-10 22:00,28.1,2.2,73,해당없음,해당없음,주의보,판단불가
2024-08-10 23:00,27.8,1.2,74,해당없음,해당없음,주의보,판단불가
2024-08-11 0:00,27.6,0.8,75,해당없음,해당없음,주의보,판단불가
2024-08-11 1:00,27.7,2.0,76,해당없음,해당없음,주의보,판단불가
2024-08-11 2:00,27.9,2.2,74,해당없음,해당없음,주의보,판단불가
2024-08-11 3:00,28.0,2.5,77,해당없음,해당없음,주의보,판단불가
2024-08-11 4:00,27.9,2.8,82,해당없음,해당없음,주의보,판단불가
2024-08-11 5:00,27.7,2.0,81,해당없음,해당없음,주의보,판단불가
2024-08-11 6:00,27.4,1.2,81,해당없음,해당없음,주의보,판단불가
2024-08-11 7:00,27.7,1.7,80,해당없음,해당없음,주의보,판단불가
2024-08-11 8:00,28.3,2.6,81,해당없음,해당없음,주의보,판단불가
2024-08-11 9:00,29.8,2.9,74,해당없음,해당없음,주의보,판단불가
2024-08-11 10:00,30.9,3.1,69,해당없음,해당없음,주의보,판단불가
2024-08-11 11:00,31.9,2.9,66,해당없음,해당없음,주의보,판단불가
2024-08-11 12:00,32.6,1.7,65,해당없음,해당없음,주의보,판단불가
2024-08-11 13:00,32.5,3.4,62,해당없음,해당없음,주의보,판단불가
2024-08-11 14:00,33.4,3.2,59,해당없음,해당없음,주의보,판단불가
2024-08-11 15:00,33.3,2.3,61,해당없음,해당없음,주의보,판단불가
2024-08-11 16:00,32.4,2.6,64,해당없음,해당없음,주의보,판단불가
2024-08-11 17:00,31.5,2.7,68,해당없음,해당없음,주의보,판단불가
2024-08-11 18:00,30.8,2.6,73,해당없음,해당없음,주의보,판단불가
2024-08-11 19:00,30.7,1.4,74,해당없음,해당없음,주의보,판단불가
2024-08-11 20:00,29.6,2.2,77,해당없음,해당없음,주의보,판단불가
2024-08-11 21:00,29.2,0.9,78,해당없음,해당없음,주의보,판단불가
2024-08-11 22:00,29.3,0.0,77,해당없음,해당없음,주의보,판단불가
2024-08-11 23:00,29.3,0.0,76,해당없음,해당없음,주의보,판단불가
2024-08-12 0:00,29.0,1.0,76,해당없음,해당없음,해당없음,판단불가
2024-08-12 1:00,28.8,0.1,76,해당없음,해당없음,해당없음,판단불가
2024-08-12 2:00,28.6,1.4,77,해당없음,해당없음,해당없음,판단불가
2024-08-12 3:00,28.5,1.4,78,해당없음,해당없음,해당없음,판단불가
2024-08-12 4:00,28.6,1.1,79,해당없음,해당없음,해당없음,판단불가
2024-08-12 5:00,28.4,1.7,80,해당없음,해당없음,해당없음,판단불가
2024-08-12 6:00,28.3,1.3,81,해당없음,해당없음,해당없음,판단불가
2024-08-12 7:00,28.7,0.8,80,해당없음,해당없음,해당없음,판단불가
2024-08-12 8:00,29.7,1.9,77,해당없음,해당없음,해당없음,판단불가
2024-08-12 9:00,29.9,2.4,73,해당없음,해당없음,해당없음,판단불가
2024-08-12 10:00,29.9,2.7,73,해당없음,해당없음,해당없음,판단불가
2024-08-12 11:00,31.5,2.5,71,해당없음,해당없음,해당없음,판단불가
2024-08-12 12:00,31.8,3.3,69,해당없음,해당없음,해당없음,판단불가
2024-08-12 13:00,32.3,2.6,69,해당없음,해당없음,해당없음,판단불가
2024-08-12 14:00,32.9,2.3,66,해당없음,해당없음,해당없음,판단불가
2024-08-12 15:00,33.3,3.4,62,해당없음,해당없음,해당없음,판단불가
2024-08-12 16:00,33.3,3.3,63,해당없음,해당없음,해당없음,판단불가
2024-08-12 17:00,32.9,2.7,67,해당없음,해당없음,해당없음,판단불가
2024-08-12 18:00,32.3,2.3,66,해당없음,해당없음,해당없음,판단불가
2024-08-12 19:00,31.4,2.3,74,해당없음,해당없음,해당없음,판단불가
2024-08-12 20:00,30.0,1.8,78,해당없음,해당없음,해당없음,판단불가
2024-08-12 21:00,29.4,1.1,80,해당없음,해당없음,해당없음,판단불가
2024-08-12 22:00,28.8,1.1,83,해당없음,해당없음,해당없음,판단불가
2024-08-12 23:00,28.5,1.1,86,해당없음,해당없음,해당없음,판단불가
2024-08-13 0:00,28.4,1.1,86,해당없음,해당없음,해당없음,판단불가
2024-08-13 1:00,28.2,0.7,89,해당없음,해당없음,해당없음,판단불가
2024-08-13 2:00,28.1,1.0,91,해당없음,해당없음,해당없음,판단불가
2024-08-13 3:00,28.1,1.4,90,해당없음,해당없음,해당없음,판단불가
2024-08-13 4:00,28.1,0.3,89,해당없음,해당없음,해당없음,판단불가
2024-08-13 5:00,27.9,1.8,87,해당없음,해당없음,해당없음,판단불가
2024-08-13 6:00,27.7,1.2,89,해당없음,해당없음,해당없음,판단불가
2024-08-13 7:00,28.0,0.3,89,해당없음,해당없음,해당없음,판단불가
2024-08-13 8:00,28.8,0.8,87,해당없음,해당없음,해당없음,판단불가
2024-08-13 9:00,29.5,0.7,82,해당없음,해당없음,해당없음,판단불가
2024-08-13 10:00,30.3,2.4,76,해당없음,해당없음,해당없음,판단불가
2024-08-13 11:00,32.2,2.0,67,해당없음,해당없음,해당없음,판단불가
2024-08-13 12:00,33.3,1.3,62,해당없음,해당없음,해당없음,판단불가
2024-08-13 13:00,33.9,2.1,61,해당없음,해당없음,해당없음,판단불가
2024-08-13 14:00,34.1,3.5,59,해당없음,해당없음,해당없음,판단불가
2024-08-13 15:00,34.8,2.9,57,해당없음,해당없음,해당없음,판단불가
2024-08-13 16:00,34.0,3.0,59,해당없음,해당없음,해당없음,판단불가
2024-08-13 17:00,33.6,2.4,59,해당없음,해당없음,해당없음,판단불가
2024-08-13 18:00,32.4,1.8,62,해당없음,해당없음,해당없음,판단불가
2024-08-13 19:00,31.1,3.2,70,해당없음,해당없음,해당없음,판단불가
2024-08-13 20:00,30.1,2.8,77,해당없음,해당없음,해당없음,판단불가
2024-08-13 21:00,29.6,2.6,80,해당없음,해당없음,해당없음,판단불가
2024-08-13 22:00,29.3,2.7,84,해당없음,해당없음,해당없음,판단불가
2024-08-13 23:00,29.2,2.1,88,해당없음,해당없음,해당없음,판단불가
2024-08-14 0:00,29.2,1.5,86,해당없음,해당없음,주의보,판단불가
2024-08-14 1:00,29.0,1.2,87,해당없음,해당없음,주의보,판단불가
2024-08-14 2:00,28.8,1.6,84,해당없음,해당없음,주의보,판단불가
2024-08-14 3:00,28.9,0.9,84,해당없음,해당없음,주의보,판단불가
2024-08-14 4:00,28.4,1.5,87,해당없음,해당없음,주의보,판단불가
2024-08-14 5:00,28.2,1.9,89,해당없음,해당없음,주의보,판단불가
2024-08-14 6:00,28.1,1.5,88,해당없음,해당없음,주의보,판단불가
2024-08-14 7:00,28.7,1.9,87,해당없음,해당없음,주의보,판단불가
2024-08-14 8:00,29.5,1.0,84,해당없음,해당없음,주의보,판단불가
2024-08-14 9:00,30.0,2.0,83,해당없음,해당없음,주의보,판단불가
2024-08-14 10:00,30.0,2.3,82,해당없음,해당없음,주의보,판단불가
2024-08-14 11:00,31.5,2.7,79,해당없음,해당없음,주의보,판단불가
2024-08-14 12:00,31.3,3.4,77,해당없음,해당없음,주의보,판단불가
2024-08-14 13:00,31.4,3.0,76,해당없음,해당없음,주의보,판단불가
2024-08-14 14:00,30.2,2.8,86,해당없음,해당없음,주의보,판단불가
2024-08-14 15:00,31.0,3.1,75,해당없음,해당없음,주의보,판단불가
2024-08-14 16:00,31.9,3.4,70,해당없음,해당없음,주의보,판단불가
2024-08-14 17:00,32.2,3.9,70,해당없음,해당없음,주의보,판단불가
2024-08-14 18:00,32.1,2.0,70,해당없음,해당없음,주의보,판단불가
2024-08-14 19:00,28.2,2.7,83,해당없음,해당없음,주의보,판단불가
2024-08-14 20:00,26.5,3.9,82,해당없음,해당없음,주의보,판단불가
2024-08-14 21:00,26.7,1.9,81,해당없음,해당없음,주의보,판단불가
2024-08-14 22:00,26.9,1.7,80,해당없음,해당없음,주의보,판단불가
2024-08-14 23:00,27.4,1.2,81,해당없음,해당없음,주의보,판단불가
2024-08-15 0:00,27.7,0.6,81,해당없음,해당없음,해당없음,판단불가
2024-08-15 1:00,27.6,0.7,82,해당없음,해당없음,해당없음,판단불가
2024-08-15 2:00,27.8,1.4,80,해당없음,해당없음,해당없음,판단불가
2024-08-15 3:00,27.8,1.4,81,해당없음,해당없음,해당없음,판단불가
2024-08-15 4:00,27.8,0.8,83,해당없음,해당없음,해당없음,판단불가
2024-08-15 5:00,27.7,1.1,83,해당없음,해당없음,해당없음,판단불가
2024-08-15 6:00,27.5,1.4,83,해당없음,해당없음,해당없음,판단불가
